time_s,from_AP,to_AP,SNR_new_dB,BER_new,Reff_new_Mbps
0.000000,none,10,6.459435,0.017705,0.000000
0.100000,10,17,12.896829,0.000005,0.298785
0.300000,17,18,8.478852,0.003974,0.012405
0.900000,18,25,6.304324,0.019395,0.000000
1.100000,25,24,7.948876,0.006260,0.001974
1.300000,24,25,12.714744,0.000008,0.298155
1.500000,25,24,14.733494,0.000000,0.299994
1.600000,24,25,14.198524,0.000000,0.299965
1.800000,25,24,5.890821,0.024400,0.000000
2.200000,24,17,9.133412,0.002105,0.055597
2.400000,17,16,8.848674,0.002805,0.031701
2.500000,16,23,6.319905,0.019221,0.000000
2.800000,23,24,13.340311,0.000002,0.299593
3.600000,24,17,6.144039,0.021248,0.000000
3.700000,17,24,11.431325,0.000096,0.277776
3.900000,24,none,0.000000,0.500000,0.000000
4.100000,none,24,12.327996,0.000018,0.295757
4.500000,24,25,11.239482,0.000132,0.269827
4.600000,25,24,11.823161,0.000048,0.288714
4.800000,24,none,0.000000,0.500000,0.000000
4.900000,none,18,12.107135,0.000028,0.293394
5.100000,18,19,4.744142,0.042114,0.000000
5.300000,19,26,14.058301,0.000000,0.299946
5.900000,26,19,7.161277,0.011284,0.000034
6.000000,19,18,9.673745,0.001161,0.118473
6.100000,18,19,16.144439,0.000000,0.300000
6.500000,19,26,7.283532,0.010361,0.000072
7.100000,26,none,0.000000,0.500000,0.000000
7.300000,none,25,10.719787,0.000296,0.236786
7.400000,25,26,15.247026,0.000000,0.299999
8.100000,26,19,14.824683,0.000000,0.299996
8.400000,19,18,19.305862,0.000000,0.300000
9.200000,18,17,14.649547,0.000000,0.299992
9.300000,17,18,13.724044,0.000001,0.299856
9.500000,18,none,0.000000,0.500000,0.000000
9.600000,none,11,10.900080,0.000226,0.250350
10.600000,11,12,9.244629,0.001872,0.066982
10.800000,12,5,13.788525,0.000001,0.299880
11.200000,5,4,13.114700,0.000003,0.299280
11.400000,4,5,12.021897,0.000033,0.292211
11.500000,5,12,4.879679,0.039731,0.000000
11.700000,12,11,11.713832,0.000059,0.286268
12.300000,11,18,10.063563,0.000723,0.168269
12.900000,18,19,11.462496,0.000091,0.278887
13.700000,19,none,0.000000,0.500000,0.000000
13.800000,none,19,7.837969,0.006842,0.001236
14.600000,19,26,11.949382,0.000038,0.291064
14.800000,26,20,5.557034,0.028976,0.000000
14.900000,20,none,0.000000,0.500000,0.000000
15.000000,none,26,11.364045,0.000108,0.275211
15.100000,26,27,18.845475,0.000000,0.300000
15.800000,27,26,6.593523,0.016325,0.000001
15.900000,26,19,8.805461,0.002926,0.028776
16.100000,19,26,9.875961,0.000912,0.144565
16.200000,26,none,0.000000,0.500000,0.000000
16.300000,none,20,7.621331,0.008092,0.000451
16.400000,20,none,0.000000,0.500000,0.000000
16.500000,none,26,11.365612,0.000108,0.275274
16.900000,26,19,7.051878,0.012157,0.000017
17.300000,19,26,5.387064,0.031491,0.000000
17.400000,26,none,0.000000,0.500000,0.000000
17.500000,none,18,5.650882,0.027641,0.000000
17.600000,18,19,14.756540,0.000000,0.299995
17.800000,19,18,15.443541,0.000000,0.300000
18.000000,18,none,0.000000,0.500000,0.000000
18.100000,none,19,15.261073,0.000000,0.299999
18.400000,19,20,11.813640,0.000049,0.288517
18.600000,20,13,9.127035,0.002119,0.054977
19.200000,13,12,19.293589,0.000000,0.300000
19.500000,12,11,11.454836,0.000092,0.278618
19.900000,11,10,14.941841,0.000000,0.299997
20.300000,10,none,0.000000,0.500000,0.000000
20.400000,none,3,14.372558,0.000000,0.299980
21.300000,3,10,7.110981,0.011680,0.000025
21.400000,10,none,0.000000,0.500000,0.000000
21.500000,none,3,7.681527,0.007729,0.000604
21.900000,3,10,4.964265,0.038282,0.000000
22.000000,10,11,7.263301,0.010510,0.000064
22.600000,11,4,8.406324,0.004242,0.010005
22.800000,4,5,7.315400,0.010130,0.000087
23.200000,5,6,18.627057,0.000000,0.300000
24.000000,6,5,9.718972,0.001101,0.124297
24.100000,5,6,13.465185,0.000001,0.299707
24.300000,6,13,5.237421,0.033808,0.000000
24.400000,13,12,6.210246,0.020469,0.000000
25.300000,12,11,11.970266,0.000036,0.291408
26.500000,11,none,0.000000,0.500000,0.000000
26.600000,none,10,10.865254,0.000238,0.247913
26.700000,10,3,8.049141,0.005766,0.002937
27.000000,3,10,6.388263,0.018468,0.000000
27.100000,10,3,10.346921,0.000499,0.201250
27.300000,3,4,4.532073,0.045993,0.000000
27.400000,4,11,9.034668,0.002330,0.046417
27.500000,11,none,0.000000,0.500000,0.000000
27.600000,none,10,10.641511,0.000331,0.230158
27.800000,10,11,15.079923,0.000000,0.299998
28.300000,11,10,16.804816,0.000000,0.300000
28.400000,10,11,14.763300,0.000000,0.299995
28.700000,11,10,11.375478,0.000106,0.275664
28.800000,10,none,0.000000,0.500000,0.000000
28.900000,none,17,9.468732,0.001467,0.092726
29.000000,17,10,7.347560,0.009900,0.000105
29.400000,10,17,6.724219,0.015051,0.000002
29.500000,17,16,13.132019,0.000003,0.299310
30.000000,16,none,0.000000,0.500000,0.000000
30.100000,none,17,7.548464,0.008548,0.000312
30.900000,17,none,0.000000,0.500000,0.000000
31.100000,none,16,15.344452,0.000000,0.299999
31.500000,16,9,14.799157,0.000000,0.299995
31.600000,9,16,7.411197,0.009456,0.000150
32.200000,16,23,14.382289,0.000000,0.299980
32.500000,23,22,5.021910,0.037312,0.000000
32.600000,22,15,10.778664,0.000271,0.241475
32.900000,15,none,0.000000,0.500000,0.000000
33.000000,none,22,9.102911,0.002172,0.052665
33.100000,22,none,0.000000,0.500000,0.000000
33.200000,none,16,13.405226,0.000001,0.299656
33.500000,16,none,0.000000,0.500000,0.000000
33.700000,none,15,8.536594,0.003770,0.014610
33.800000,15,16,13.059149,0.000003,0.299175
34.600000,16,17,15.505957,0.000000,0.300000
34.800000,17,16,12.382035,0.000016,0.296207
35.000000,16,17,10.760890,0.000278,0.240087
35.400000,17,18,12.776448,0.000007,0.298395
36.700000,18,11,5.919741,0.024026,0.000000
37.800000,11,4,6.269726,0.019786,0.000000
38.000000,4,5,14.189120,0.000000,0.299964
38.400000,5,6,14.976826,0.000000,0.299998
38.600000,6,5,20.274907,0.000000,0.300000
38.800000,5,6,5.420579,0.030985,0.000000
38.900000,6,5,14.311065,0.000000,0.299975
39.400000,5,4,7.427457,0.009345,0.000164
39.500000,4,11,12.730916,0.000007,0.298221
39.700000,11,none,0.000000,0.500000,0.000000
39.900000,none,12,14.025424,0.000000,0.299940
40.100000,12,none,0.000000,0.500000,0.000000
40.200000,none,4,8.775672,0.003012,0.026868
40.900000,4,5,16.718573,0.000000,0.300000
41.000000,5,4,11.848392,0.000046,0.289222
41.200000,4,11,6.160945,0.021048,0.000000
41.300000,11,12,11.234375,0.000134,0.269587
41.900000,12,19,7.584260,0.008322,0.000375
42.000000,19,18,5.178669,0.034744,0.000000
42.100000,18,12,4.995014,0.037763,0.000000
42.400000,12,19,13.003621,0.000004,0.299057
42.600000,19,20,11.048044,0.000180,0.259766
43.000000,20,19,6.649999,0.015766,0.000001
43.100000,19,none,0.000000,0.500000,0.000000
43.200000,none,27,13.680649,0.000001,0.299837
43.700000,27,26,6.406370,0.018272,0.000000
43.800000,26,27,13.049703,0.000004,0.299156
44.100000,27,none,0.000000,0.500000,0.000000
44.200000,none,27,6.400574,0.018334,0.000000
44.500000,27,26,11.487237,0.000087,0.279736
44.700000,26,19,5.856739,0.024845,0.000000
45.700000,19,12,5.321140,0.032500,0.000000
46.300000,12,none,0.000000,0.500000,0.000000
46.400000,none,11,4.979466,0.038025,0.000000
46.700000,11,none,0.000000,0.500000,0.000000
46.800000,none,11,7.778741,0.007168,0.000950
47.100000,11,none,0.000000,0.500000,0.000000
47.200000,none,4,5.457422,0.030435,0.000000
47.400000,4,none,0.000000,0.500000,0.000000
47.600000,none,11,7.004993,0.012545,0.000012
48.700000,11,10,8.543806,0.003746,0.014904
48.800000,10,none,0.000000,0.500000,0.000000
48.900000,none,11,12.346556,0.000017,0.295917
49.800000,11,none,0.000000,0.500000,0.000000
49.900000,none,5,8.885236,0.002706,0.034322
50.000000,5,12,7.713208,0.007543,0.000702
50.500000,12,5,9.350903,0.001670,0.078779
50.800000,5,4,14.528314,0.000000,0.299988
51.100000,4,11,8.933161,0.002581,0.037959
51.400000,11,4,11.569706,0.000076,0.282363
51.600000,4,3,13.004180,0.000004,0.299058
51.900000,3,none,0.000000,0.500000,0.000000
52.000000,none,10,7.298071,0.010255,0.000079
52.200000,10,3,12.927614,0.000005,0.298870
52.600000,3,none,0.000000,0.500000,0.000000
52.700000,none,11,5.612541,0.028182,0.000000
52.800000,11,4,6.824024,0.014124,0.000003
52.900000,4,3,9.692344,0.001136,0.120865
53.100000,3,10,5.336899,0.032257,0.000000
53.200000,10,3,15.700307,0.000000,0.300000
53.400000,3,10,9.855382,0.000935,0.141917
53.700000,10,3,5.020771,0.037331,0.000000
54.100000,3,4,9.341252,0.001688,0.077674
54.300000,4,11,14.631002,0.000000,0.299992
55.300000,11,18,6.607351,0.016187,0.000001
55.400000,18,11,6.464802,0.017648,0.000000
55.500000,11,12,7.699319,0.007624,0.000658
55.600000,12,none,0.000000,0.500000,0.000000
55.700000,none,18,12.892066,0.000005,0.298772
56.300000,18,25,7.176172,0.011168,0.000038
56.400000,25,18,8.474989,0.003988,0.012267
56.600000,18,17,12.720941,0.000008,0.298180
57.200000,17,16,12.906575,0.000005,0.298813
57.300000,16,17,16.171293,0.000000,0.300000
57.500000,17,10,8.088440,0.005581,0.003410
57.700000,10,17,6.264708,0.019843,0.000000
57.800000,17,16,9.538878,0.001355,0.101370
58.300000,16,17,9.247674,0.001866,0.067308
58.400000,17,16,9.045900,0.002303,0.047415
58.600000,16,9,12.076112,0.000030,0.292983
59.200000,9,16,5.068457,0.036538,0.000000
59.300000,16,none,0.000000,0.500000,0.000000
59.400000,none,8,7.945202,0.006279,0.001945
59.500000,8,9,10.244436,0.000572,0.189830
59.800000,9,16,13.540926,0.000001,0.299761
60.000000,16,17,10.703628,0.000303,0.235455
60.100000,17,16,13.271840,0.000002,0.299514
60.700000,16,9,7.652889,0.007900,0.000526
60.900000,9,16,4.722961,0.042494,0.000000
61.300000,16,none,0.000000,0.500000,0.000000
61.500000,none,24,7.413598,0.009440,0.000152
61.800000,24,23,13.047398,0.000004,0.299152
62.900000,23,16,4.544370,0.045763,0.000000
63.100000,16,15,10.582499,0.000360,0.224863
63.600000,15,8,8.905276,0.002653,0.035815
64.100000,8,9,13.021481,0.000004,0.299097
64.500000,9,10,16.488939,0.000000,0.300000
65.100000,10,none,0.000000,0.500000,0.000000
65.200000,none,2,7.381991,0.009658,0.000127
65.400000,2,9,7.874834,0.006644,0.001449
65.800000,9,16,5.153478,0.035149,0.000000
65.900000,16,none,0.000000,0.500000,0.000000
66.000000,none,10,14.432923,0.000000,0.299983
66.300000,10,none,0.000000,0.500000,0.000000
66.400000,none,18,9.291760,0.001780,0.072111
66.700000,18,17,14.040118,0.000000,0.299943
67.100000,17,none,0.000000,0.500000,0.000000
67.200000,none,23,13.615318,0.000001,0.299805
67.600000,23,16,5.906043,0.024203,0.000000
67.900000,16,none,0.000000,0.500000,0.000000
68.000000,none,23,8.275916,0.004758,0.006610
68.200000,23,24,17.507796,0.000000,0.300000
68.600000,24,25,13.580728,0.000001,0.299785
70.000000,25,26,16.959386,0.000000,0.300000
70.500000,26,27,12.434629,0.000014,0.296603
70.600000,27,26,6.318154,0.019240,0.000000
70.900000,26,27,13.158706,0.000003,0.299355
71.000000,27,26,12.039481,0.000032,0.292469
71.400000,26,19,9.381413,0.001615,0.082311
71.600000,19,26,9.069167,0.002249,0.049521
71.700000,26,25,7.393655,0.009577,0.000136
72.000000,25,18,15.621952,0.000000,0.300000
72.200000,18,none,0.000000,0.500000,0.000000
72.300000,none,25,14.483494,0.000000,0.299986
72.600000,25,18,8.440832,0.004113,0.011097
72.700000,18,25,16.371688,0.000000,0.300000
73.000000,25,26,9.144449,0.002081,0.056679
73.100000,26,none,0.000000,0.500000,0.000000
73.200000,none,26,9.537831,0.001357,0.101240
74.100000,26,19,9.448497,0.001500,0.090275
75.000000,19,none,0.000000,0.500000,0.000000
75.100000,none,19,14.376551,0.000000,0.299980
76.400000,19,18,12.723633,0.000008,0.298191
77.800000,18,25,9.018281,0.002369,0.044984
77.900000,25,26,10.166850,0.000633,0.180780
78.300000,26,27,17.322505,0.000000,0.300000
79.500000,27,26,9.590345,0.001278,0.107836
79.900000,26,25,10.421500,0.000451,0.209141
80.200000,25,26,13.815336,0.000000,0.299889
80.800000,26,27,11.486456,0.000088,0.279710
80.900000,27,26,17.301122,0.000000,0.300000
81.300000,26,25,20.013034,0.000000,0.300000
81.700000,25,18,14.435868,0.000000,0.299984
81.900000,18,none,0.000000,0.500000,0.000000
82.000000,none,19,4.576681,0.045162,0.000000
82.200000,19,26,12.523652,0.000012,0.297190
82.500000,26,19,6.982118,0.012738,0.000011
82.800000,19,20,18.257661,0.000000,0.300000
83.200000,20,none,0.000000,0.500000,0.000000
83.300000,none,19,14.336064,0.000000,0.299977
83.600000,19,20,12.423114,0.000015,0.296519
84.000000,20,13,8.975480,0.002474,0.041362
84.100000,13,12,4.606710,0.044607,0.000000
84.200000,12,19,6.113899,0.021609,0.000000
84.300000,19,none,0.000000,0.500000,0.000000
84.400000,none,13,6.684746,0.015428,0.000001
84.500000,13,20,12.659967,0.000009,0.297914
84.900000,20,19,7.855860,0.006745,0.001335
85.000000,19,26,8.398440,0.004272,0.009767
85.300000,26,19,14.201178,0.000000,0.299965
85.500000,19,26,8.834272,0.002845,0.030706
85.600000,26,25,11.927069,0.000039,0.290682
85.900000,25,18,13.990350,0.000000,0.299933
86.100000,18,19,12.209197,0.000023,0.294601
86.200000,19,18,13.568964,0.000001,0.299778
86.400000,18,19,11.712243,0.000059,0.286229
86.600000,19,18,9.093846,0.002193,0.051810
86.800000,18,19,14.361027,0.000000,0.299979
87.000000,19,none,0.000000,0.500000,0.000000
87.100000,none,25,13.065680,0.000003,0.299188
87.400000,25,24,17.124651,0.000000,0.300000
88.100000,24,17,10.118432,0.000674,0.174975
88.200000,17,24,5.812435,0.025431,0.000000
88.700000,24,25,13.085259,0.000003,0.299226
89.100000,25,26,18.087379,0.000000,0.300000
89.500000,26,19,13.663881,0.000001,0.299829
89.800000,19,20,10.411414,0.000457,0.208096
89.900000,20,19,17.700327,0.000000,0.300000
90.300000,19,18,8.253612,0.004850,0.006135
90.600000,18,19,10.774493,0.000273,0.241152
90.700000,19,18,13.542610,0.000001,0.299762
91.100000,18,19,11.763341,0.000054,0.287427
91.200000,19,18,17.781720,0.000000,0.300000
91.500000,18,11,10.144796,0.000651,0.178150
91.600000,11,18,12.602102,0.000010,0.297630
91.800000,18,17,10.470307,0.000422,0.214101
92.400000,17,10,14.726838,0.000000,0.299994
92.700000,10,9,15.568390,0.000000,0.300000
93.000000,9,10,10.369741,0.000484,0.203704
93.100000,10,9,12.441188,0.000014,0.296649
93.400000,9,10,7.029002,0.012345,0.000014
93.500000,10,none,0.000000,0.500000,0.000000
93.600000,none,2,9.306357,0.001753,0.073734
93.700000,2,3,10.532401,0.000387,0.220169
94.000000,3,4,10.039155,0.000745,0.165247
94.300000,4,3,11.721521,0.000058,0.286453
94.700000,3,2,14.487802,0.000000,0.299986
95.100000,2,9,6.865507,0.013751,0.000005
95.200000,9,2,6.435805,0.017956,0.000000
95.300000,2,none,0.000000,0.500000,0.000000
95.400000,none,1,4.725565,0.042447,0.000000
95.900000,1,8,11.390253,0.000103,0.276238
96.900000,8,9,15.216109,0.000000,0.299999
97.100000,9,2,6.272637,0.019753,0.000000
97.200000,2,none,0.000000,0.500000,0.000000
97.300000,none,8,12.069974,0.000030,0.292899
97.400000,8,none,0.000000,0.500000,0.000000
97.500000,none,1,7.484694,0.008962,0.000224
98.000000,1,8,14.673807,0.000000,0.299993
98.400000,8,7,15.000693,0.000000,0.299998
98.600000,7,8,6.471994,0.017572,0.000000
98.800000,8,7,16.947500,0.000000,0.300000
99.200000,7,14,6.797382,0.014368,0.000003
99.500000,14,15,12.068131,0.000030,0.292874
99.700000,15,14,8.822143,0.002879,0.029883
100.100000,14,15,11.927386,0.000039,0.290688
100.200000,15,14,16.280125,0.000000,0.300000
100.500000,14,15,15.437603,0.000000,0.300000
100.600000,15,14,15.333675,0.000000,0.299999
100.800000,14,21,7.339092,0.009960,0.000100
101.000000,21,14,9.176357,0.002013,0.059868
101.200000,14,15,8.361457,0.004414,0.008711
101.600000,15,14,11.130679,0.000158,0.264389
101.700000,14,none,0.000000,0.500000,0.000000
101.800000,none,8,7.209441,0.010914,0.000046
101.900000,8,none,0.000000,0.500000,0.000000
102.000000,none,15,9.282426,0.001798,0.071082
102.100000,15,14,17.885220,0.000000,0.300000
102.400000,14,15,12.385231,0.000016,0.296232
102.600000,15,none,0.000000,0.500000,0.000000
102.700000,none,7,15.575821,0.000000,0.300000
102.900000,7,8,15.666397,0.000000,0.300000
103.100000,8,none,0.000000,0.500000,0.000000
103.200000,none,15,9.635272,0.001214,0.113546
103.600000,15,8,9.736164,0.001079,0.126516
104.100000,8,7,13.400270,0.000001,0.299652
104.500000,7,8,10.012213,0.000771,0.161885
105.000000,8,none,0.000000,0.500000,0.000000
105.100000,none,15,9.841898,0.000951,0.140179
105.600000,15,none,0.000000,0.500000,0.000000
105.700000,none,22,13.201096,0.000002,0.299419
106.000000,22,23,8.259780,0.004825,0.006263
106.100000,23,16,8.372919,0.004370,0.009028
106.300000,16,15,14.080493,0.000000,0.299949
106.600000,15,none,0.000000,0.500000,0.000000
106.700000,none,22,7.575722,0.008375,0.000359
106.800000,22,21,16.447002,0.000000,0.300000
107.000000,21,22,12.190726,0.000024,0.294398
107.600000,22,15,7.960011,0.006204,0.002066
108.000000,15,14,7.446731,0.009215,0.000182
108.100000,14,21,8.847022,0.002810,0.031586
108.400000,21,14,7.932794,0.006342,0.001848
108.500000,14,21,8.112778,0.005468,0.003733
109.300000,21,none,0.000000,0.500000,0.000000
109.400000,none,22,10.130076,0.000664,0.176382
109.500000,22,21,13.139327,0.000003,0.299323
109.900000,21,22,11.714446,0.000059,0.286283
