time_s,from_AP,to_AP,SNR_new_dB,BER_new,Reff_new_Mbps
110.200000,22,15,11.888499,0.000042,0.289990
110.500000,15,16,17.935172,0.000000,0.300000
110.900000,16,15,12.764611,0.000007,0.298351
111.200000,15,16,11.515596,0.000083,0.280674
111.300000,16,15,9.345304,0.001680,0.078137
111.700000,15,22,10.121005,0.000671,0.175287
111.900000,22,15,13.298451,0.000002,0.299546
112.300000,15,16,13.107027,0.000003,0.299267
113.100000,16,15,11.300060,0.000120,0.272553
113.500000,15,14,18.224402,0.000000,0.300000
113.900000,14,7,5.658472,0.027535,0.000000
114.100000,7,8,5.644955,0.027724,0.000000
114.200000,8,15,4.595070,0.044822,0.000000
114.300000,15,8,12.072603,0.000030,0.292935
114.800000,8,1,13.625841,0.000001,0.299810
115.200000,1,8,4.723825,0.042478,0.000000
115.300000,8,none,0.000000,0.500000,0.000000
115.500000,none,1,14.978336,0.000000,0.299998
116.100000,1,none,0.000000,0.500000,0.000000
116.200000,none,2,9.512411,0.001396,0.098083
116.500000,2,3,11.650261,0.000066,0.284647
118.400000,3,none,0.000000,0.500000,0.000000
118.600000,none,9,8.906901,0.002649,0.035938
118.700000,9,10,14.387783,0.000000,0.299981
119.100000,10,9,9.470419,0.001464,0.092931
119.500000,9,none,0.000000,0.500000,0.000000
119.600000,none,15,9.433774,0.001525,0.088506
119.700000,15,8,6.302042,0.019421,0.000000
119.900000,8,9,12.154509,0.000025,0.293981
