time_s,from_AP,to_AP,SNR_new_dB,BER_new,Reff_new_Mbps
0.000000,none,7,18.408425,0.000000,0.300000
1.500000,7,8,10.054438,0.000731,0.167142
4.200000,8,9,10.464505,0.000425,0.213520
6.800000,9,10,9.638636,0.001209,0.113976
9.500000,10,11,10.054438,0.000731,0.167142
12.200000,11,12,10.464505,0.000425,0.213520
14.800000,12,13,9.638636,0.001209,0.113976
