time_s,ue_x,ue_y,serving_AP,SNR_AP0_dB,SNR_AP1_dB,SNR_AP2_dB,SNR_AP3_dB,SNR_AP4_dB,SNR_AP5_dB
0.000000,5.000000,8.000000,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.100000,5.261348,8.147301,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,5.522695,8.294601,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.300000,5.784043,8.441902,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,6.045390,8.589202,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.500000,6.306738,8.736503,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.600000,6.572467,8.597263,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.700000,6.838197,8.458023,3,0.000000,0.000000,0.000000,18.744004,0.000000,0.000000
0.800000,7.103927,8.318783,3,0.000000,0.000000,0.000000,21.710516,0.000000,0.000000
0.900000,7.369656,8.179543,3,0.000000,0.000000,0.000000,23.444857,0.000000,0.000000
1.000000,7.635386,8.040303,3,0.000000,0.000000,0.000000,23.696201,0.000000,0.000000
1.100000,7.632239,8.340286,3,0.000000,0.000000,0.000000,22.735332,0.000000,0.000000
1.200000,7.629093,8.640270,3,0.000000,0.000000,0.000000,20.390818,0.000000,0.000000
1.300000,7.625946,8.940253,3,0.000000,0.000000,0.000000,16.976886,0.000000,0.000000
1.400000,7.622800,9.240237,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.500000,7.619654,9.540220,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.600000,7.818832,9.764559,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.700000,8.018011,9.988898,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.800000,8.217189,10.213237,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.900000,8.416368,10.437575,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.000000,8.615546,10.661914,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.100000,8.335328,10.554781,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.200000,8.055109,10.447647,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.300000,7.774891,10.340513,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.400000,7.494672,10.233380,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,7.214454,10.126246,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.600000,7.170417,9.829496,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.700000,7.126380,9.532745,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.800000,7.082343,9.235995,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.900000,7.038307,8.939245,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.000000,6.994270,8.642494,3,0.000000,0.000000,0.000000,18.594009,0.000000,0.000000
3.100000,7.157966,8.893898,3,0.000000,0.000000,0.000000,16.867735,0.000000,0.000000
3.200000,7.321662,9.145301,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.300000,7.485359,9.396704,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.400000,7.649055,9.648107,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,7.812751,9.899510,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.600000,8.053424,10.078610,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.700000,8.294096,10.257710,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.800000,8.534768,10.436810,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.900000,8.775441,10.615910,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.000000,9.016113,10.795010,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.100000,8.860938,11.051760,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.200000,8.705763,11.308511,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.300000,8.550588,11.565261,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
