time_s,from_AP,to_AP,SNR_new_dB,BER_new,Reff_new_Mbps
0.000000,none,7,18.408425,0.000000,0.300000
0.500000,7,8,10.054438,0.000731,0.167142
1.400000,8,9,10.464505,0.000425,0.213520
2.300000,9,10,10.868492,0.000237,0.248143
3.200000,10,11,11.266046,0.000127,0.271048
4.100000,11,12,11.656806,0.000065,0.284821
5.000000,12,13,12.040406,0.000032,0.292483
