time_s,from_AP,to_AP,SNR_new_dB,BER_new,Reff_new_Mbps,ho_time_est_s
2.000000,none,3,17.542283,0.000000,0.300000,0.002667
4.000000,3,none,0.000000,0.500000,0.000000,0.000000
8.800000,none,3,16.752672,0.000000,0.300000,0.002667
9.400000,3,none,0.000000,0.500000,0.000000,0.000000
21.800000,none,5,17.078271,0.000000,0.300000,0.002667
23.300000,5,none,0.000000,0.500000,0.000000,0.000000
30.700000,none,5,17.284490,0.000000,0.300000,0.002667
31.800000,5,none,0.000000,0.500000,0.000000,0.000000
38.200000,none,2,17.020394,0.000000,0.300000,0.002667
39.500000,2,none,0.000000,0.500000,0.000000,0.000000
41.600000,none,2,17.694854,0.000000,0.300000,0.002667
42.500000,2,none,0.000000,0.500000,0.000000,0.000000
45.200000,none,2,17.046565,0.000000,0.300000,0.002667
47.900000,2,none,0.000000,0.500000,0.000000,0.000000
65.900000,none,5,16.941751,0.000000,0.300000,0.002667
66.100000,5,none,0.000000,0.500000,0.000000,0.000000
71.100000,none,5,17.499596,0.000000,0.300000,0.002667
72.800000,5,none,0.000000,0.500000,0.000000,0.000000
