time_s,from_AP,to_AP,SNR_new_dB,BER_new,Reff_new_Mbps
73.800000,24,none,0.000000,0.500000,0.000000
74.700000,none,21,18.124999,0.000000,0.300000
74.800000,21,none,0.000000,0.500000,0.000000
74.900000,none,21,20.760115,0.000000,0.300000
75.100000,21,none,0.000000,0.500000,0.000000
75.500000,none,15,18.205813,0.000000,0.300000
75.700000,15,none,0.000000,0.500000,0.000000
75.900000,none,15,22.863775,0.000000,0.300000
76.100000,15,none,0.000000,0.500000,0.000000
76.300000,none,16,20.010999,0.000000,0.300000
76.500000,16,none,0.000000,0.500000,0.000000
77.700000,none,9,16.868394,0.000000,0.300000
78.000000,9,none,0.000000,0.500000,0.000000
78.200000,none,10,19.484231,0.000000,0.300000
78.500000,10,none,0.000000,0.500000,0.000000
79.600000,none,9,23.150392,0.000000,0.300000
79.800000,9,none,0.000000,0.500000,0.000000
80.200000,none,16,17.608312,0.000000,0.300000
80.400000,16,none,0.000000,0.500000,0.000000
81.000000,none,8,22.368671,0.000000,0.300000
81.100000,8,none,0.000000,0.500000,0.000000
81.300000,none,9,20.035106,0.000000,0.300000
81.400000,9,none,0.000000,0.500000,0.000000
81.800000,none,9,20.337723,0.000000,0.300000
82.000000,9,none,0.000000,0.500000,0.000000
82.500000,none,17,18.820862,0.000000,0.300000
82.600000,17,none,0.000000,0.500000,0.000000
82.700000,none,16,21.242240,0.000000,0.300000
82.900000,16,none,0.000000,0.500000,0.000000
83.000000,none,15,19.820928,0.000000,0.300000
83.300000,15,none,0.000000,0.500000,0.000000
83.800000,none,15,16.913076,0.000000,0.300000
83.900000,15,none,0.000000,0.500000,0.000000
84.700000,none,14,22.859066,0.000000,0.300000
84.900000,14,none,0.000000,0.500000,0.000000
85.100000,none,14,17.044304,0.000000,0.300000
85.200000,14,none,0.000000,0.500000,0.000000
85.300000,none,15,21.867483,0.000000,0.300000
85.500000,15,none,0.000000,0.500000,0.000000
85.600000,none,15,22.918983,0.000000,0.300000
85.800000,15,none,0.000000,0.500000,0.000000
86.400000,none,15,17.624419,0.000000,0.300000
86.500000,15,none,0.000000,0.500000,0.000000
86.600000,none,14,17.610755,0.000000,0.300000
86.700000,14,none,0.000000,0.500000,0.000000
87.000000,none,7,20.489943,0.000000,0.300000
87.100000,7,none,0.000000,0.500000,0.000000
87.200000,none,8,20.101040,0.000000,0.300000
87.300000,8,none,0.000000,0.500000,0.000000
87.600000,none,14,19.836720,0.000000,0.300000
87.800000,14,none,0.000000,0.500000,0.000000
88.200000,none,14,22.823109,0.000000,0.300000
88.700000,14,none,0.000000,0.500000,0.000000
88.800000,none,14,22.284029,0.000000,0.300000
89.000000,14,none,0.000000,0.500000,0.000000
89.300000,none,14,20.410593,0.000000,0.300000
89.700000,14,none,0.000000,0.500000,0.000000
89.900000,none,21,18.986192,0.000000,0.300000
90.100000,21,none,0.000000,0.500000,0.000000
90.200000,none,22,19.171603,0.000000,0.300000
90.400000,22,none,0.000000,0.500000,0.000000
90.700000,none,16,16.695664,0.000000,0.300000
90.900000,16,none,0.000000,0.500000,0.000000
91.400000,none,24,23.288434,0.000000,0.300000
91.700000,24,none,0.000000,0.500000,0.000000
92.500000,none,18,17.017972,0.000000,0.300000
92.600000,18,none,0.000000,0.500000,0.000000
92.700000,none,18,18.093166,0.000000,0.300000
93.000000,18,19,17.040542,0.000000,0.300000
93.100000,19,none,0.000000,0.500000,0.000000
94.000000,none,26,19.387144,0.000000,0.300000
94.200000,26,none,0.000000,0.500000,0.000000
95.000000,none,17,19.274986,0.000000,0.300000
95.100000,17,none,0.000000,0.500000,0.000000
95.300000,none,18,22.652707,0.000000,0.300000
95.700000,18,none,0.000000,0.500000,0.000000
96.200000,none,24,18.908664,0.000000,0.300000
96.300000,24,none,0.000000,0.500000,0.000000
96.600000,none,24,21.233864,0.000000,0.300000
96.800000,24,none,0.000000,0.500000,0.000000
96.900000,none,17,17.795978,0.000000,0.300000
97.200000,17,none,0.000000,0.500000,0.000000
97.400000,none,10,16.838663,0.000000,0.300000
97.500000,10,none,0.000000,0.500000,0.000000
97.700000,none,11,18.232817,0.000000,0.300000
98.100000,11,none,0.000000,0.500000,0.000000
98.500000,none,17,22.289073,0.000000,0.300000
98.700000,17,none,0.000000,0.500000,0.000000
99.000000,none,17,21.675502,0.000000,0.300000
99.100000,17,none,0.000000,0.500000,0.000000
99.300000,none,18,19.090269,0.000000,0.300000
99.600000,18,none,0.000000,0.500000,0.000000
100.000000,none,18,22.842662,0.000000,0.300000
100.800000,18,none,0.000000,0.500000,0.000000
100.900000,none,19,20.296869,0.000000,0.300000
101.000000,19,none,0.000000,0.500000,0.000000
101.300000,none,19,18.914402,0.000000,0.300000
101.600000,19,none,0.000000,0.500000,0.000000
101.800000,none,20,20.655003,0.000000,0.300000
101.900000,20,none,0.000000,0.500000,0.000000
102.500000,none,12,16.615914,0.000000,0.300000
102.800000,12,none,0.000000,0.500000,0.000000
103.700000,none,10,19.956345,0.000000,0.300000
103.900000,10,none,0.000000,0.500000,0.000000
104.600000,none,11,19.876037,0.000000,0.300000
104.700000,11,none,0.000000,0.500000,0.000000
104.900000,none,10,18.313149,0.000000,0.300000
105.200000,10,none,0.000000,0.500000,0.000000
105.600000,none,11,19.062599,0.000000,0.300000
105.700000,11,none,0.000000,0.500000,0.000000
106.300000,none,4,21.688316,0.000000,0.300000
106.500000,4,none,0.000000,0.500000,0.000000
106.700000,none,11,18.417418,0.000000,0.300000
106.800000,11,none,0.000000,0.500000,0.000000
107.400000,none,19,18.444300,0.000000,0.300000
107.800000,19,none,0.000000,0.500000,0.000000
108.500000,none,19,16.782654,0.000000,0.300000
108.800000,19,none,0.000000,0.500000,0.000000
108.900000,none,20,18.580376,0.000000,0.300000
109.200000,20,none,0.000000,0.500000,0.000000
109.400000,none,27,17.560876,0.000000,0.300000
109.600000,27,none,0.000000,0.500000,0.000000
110.000000,none,20,16.930433,0.000000,0.300000
110.100000,20,none,0.000000,0.500000,0.000000
110.500000,none,20,22.327262,0.000000,0.300000
110.900000,20,none,0.000000,0.500000,0.000000
111.300000,none,26,17.841875,0.000000,0.300000
111.500000,26,none,0.000000,0.500000,0.000000
111.700000,none,27,22.228822,0.000000,0.300000
111.900000,27,none,0.000000,0.500000,0.000000
112.300000,none,20,21.315963,0.000000,0.300000
112.400000,20,none,0.000000,0.500000,0.000000
113.000000,none,18,21.623754,0.000000,0.300000
113.600000,18,none,0.000000,0.500000,0.000000
113.700000,none,18,18.558866,0.000000,0.300000
114.000000,18,none,0.000000,0.500000,0.000000
116.000000,none,25,22.218400,0.000000,0.300000
116.200000,25,none,0.000000,0.500000,0.000000
116.600000,none,24,21.027853,0.000000,0.300000
116.700000,24,none,0.000000,0.500000,0.000000
117.000000,none,17,17.506107,0.000000,0.300000
117.200000,17,none,0.000000,0.500000,0.000000
117.600000,none,24,20.509532,0.000000,0.300000
118.000000,24,none,0.000000,0.500000,0.000000
118.100000,none,25,19.864518,0.000000,0.300000
118.300000,25,none,0.000000,0.500000,0.000000
118.400000,none,25,22.497349,0.000000,0.300000
118.700000,25,none,0.000000,0.500000,0.000000
119.100000,none,18,19.956884,0.000000,0.300000
119.200000,18,none,0.000000,0.500000,0.000000
119.300000,none,17,19.880314,0.000000,0.300000
119.500000,17,none,0.000000,0.500000,0.000000
119.900000,none,25,21.433935,0.000000,0.300000
