time_s,from_AP,to_AP,SNR_new_dB,BER_new,Reff_new_Mbps,ho_time_est_s
1.000000,none,17,17.154188,0.000000,0.300000,0.002667
3.100000,17,none,0.000000,0.500000,0.000000,0.000000
7.200000,none,18,17.158187,0.000000,0.300000,0.002667
7.900000,18,none,0.000000,0.500000,0.000000,0.000000
8.800000,none,17,17.431295,0.000000,0.300000,0.002667
9.300000,17,none,0.000000,0.500000,0.000000,0.000000
17.600000,none,26,17.001187,0.000000,0.300000,0.002667
18.700000,26,none,0.000000,0.500000,0.000000,0.000000
24.000000,none,26,17.339897,0.000000,0.300000,0.002667
25.200000,26,none,0.000000,0.500000,0.000000,0.000000
25.800000,none,26,16.979530,0.000000,0.300000,0.002667
27.800000,26,none,0.000000,0.500000,0.000000,0.000000
31.300000,none,19,17.101842,0.000000,0.300000,0.002667
32.100000,19,none,0.000000,0.500000,0.000000,0.000000
35.000000,none,11,16.848519,0.000000,0.300000,0.002667
36.400000,11,none,0.000000,0.500000,0.000000,0.000000
37.300000,none,10,16.976224,0.000000,0.300000,0.002667
38.900000,10,none,0.000000,0.500000,0.000000,0.000000
41.300000,none,10,16.946463,0.000000,0.300000,0.002667
42.800000,10,none,0.000000,0.500000,0.000000,0.000000
48.800000,none,10,16.711859,0.000000,0.300000,0.002667
49.600000,10,none,0.000000,0.500000,0.000000,0.000000
58.200000,none,18,17.152814,0.000000,0.300000,0.002667
58.900000,18,none,0.000000,0.500000,0.000000,0.000000
67.300000,none,18,17.430920,0.000000,0.300000,0.002667
67.700000,18,none,0.000000,0.500000,0.000000,0.000000
76.900000,none,18,17.074024,0.000000,0.300000,0.002667
79.200000,18,none,0.000000,0.500000,0.000000,0.000000
82.000000,none,26,17.380407,0.000000,0.300000,0.002667
83.800000,26,none,0.000000,0.500000,0.000000,0.000000
88.800000,none,25,17.335322,0.000000,0.300000,0.002667
89.900000,25,none,0.000000,0.500000,0.000000,0.000000
92.900000,none,18,17.582694,0.000000,0.300000,0.002667
93.800000,18,none,0.000000,0.500000,0.000000,0.000000
98.700000,none,25,17.068797,0.000000,0.300000,0.002667
100.800000,25,none,0.000000,0.500000,0.000000,0.000000
102.700000,none,18,17.109738,0.000000,0.300000,0.002667
104.800000,18,none,0.000000,0.500000,0.000000,0.000000
105.600000,none,18,16.911625,0.000000,0.300000,0.002667
106.200000,18,none,0.000000,0.500000,0.000000,0.000000
110.900000,none,18,16.707993,0.000000,0.300000,0.002667
111.100000,18,none,0.000000,0.500000,0.000000,0.000000
116.000000,none,18,17.344201,0.000000,0.300000,0.002667
117.400000,18,none,0.000000,0.500000,0.000000,0.000000
