time_s,ue_x,ue_y,serving_AP,SNR_AP0_dB,SNR_AP1_dB,SNR_AP2_dB,SNR_AP3_dB,SNR_AP4_dB,SNR_AP5_dB
0.000000,5.000000,8.000000,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.100000,5.619756,8.505868,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.200000,6.188517,8.852070,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.300000,6.400304,8.080613,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.400000,6.361688,7.470231,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.500000,5.571857,7.343077,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.600000,5.180295,7.545704,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.700000,5.452513,8.297966,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.800000,5.539835,9.071110,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.900000,5.442261,9.865138,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,5.604674,9.704207,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.100000,5.923080,8.970301,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.200000,5.484536,9.089355,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.300000,4.793674,9.492729,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.400000,4.737007,10.242521,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.500000,4.770938,11.041801,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.600000,5.545168,11.243215,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.700000,6.294160,11.349581,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.800000,6.866483,10.790612,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.900000,7.385226,10.192529,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.000000,7.743226,9.477101,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.100000,8.216006,8.862675,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.200000,8.880085,8.416582,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.300000,9.594056,8.312401,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.400000,9.642083,8.550131,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.500000,8.944443,8.354811,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.600000,8.286538,7.899663,3,0.000000,0.000000,0.000000,18.882183,0.000000,0.000000
2.700000,8.270115,8.367322,3,0.000000,0.000000,0.000000,18.169615,0.000000,0.000000
2.800000,8.467519,9.142585,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.900000,8.162282,8.622113,3,0.000000,0.000000,0.000000,17.486092,0.000000,0.000000
3.000000,7.785239,7.916536,3,0.000000,0.000000,0.000000,23.112566,0.000000,0.000000
3.100000,7.051600,8.235556,3,0.000000,0.000000,0.000000,21.726167,0.000000,0.000000
3.200000,6.310453,8.502177,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.300000,5.516749,8.402005,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.400000,4.886137,8.523729,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.500000,4.744799,9.311145,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.600000,4.798573,10.067485,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.700000,5.177536,10.772033,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.800000,5.013114,11.310729,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.900000,4.305310,11.683572,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.000000,3.704697,12.194402,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.100000,3.168401,12.788023,4,0.000000,0.000000,0.000000,0.000000,18.055607,0.000000
4.200000,3.349263,12.425727,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.300000,3.769177,11.744792,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.400000,4.125030,11.028827,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.500000,4.471733,10.307857,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.600000,5.181749,10.676473,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.700000,5.831657,10.903202,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.800000,6.060819,10.136726,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.900000,6.114335,9.723090,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.000000,5.640914,10.367972,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.100000,5.299634,11.067570,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.200000,5.178590,11.858359,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.300000,4.719261,12.284625,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.400000,3.921647,12.346366,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.500000,4.080962,12.569145,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.600000,4.814435,12.888547,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.700000,5.222271,12.411967,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.800000,5.521560,11.670060,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.900000,5.543020,10.877504,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.000000,5.524790,10.077711,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.100000,5.891114,9.366511,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.200000,6.148058,8.821387,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.300000,5.639332,9.438799,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.400000,5.343483,9.721148,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.500000,5.686266,8.998306,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.600000,5.749262,8.287444,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.700000,5.345947,7.596548,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.800000,5.510492,7.412023,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.900000,6.242896,7.733868,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.000000,6.676433,8.328643,3,0.000000,0.000000,0.000000,17.759726,0.000000,0.000000
7.100000,6.930650,9.087177,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.200000,6.395849,9.232413,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.300000,5.598042,9.173215,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.400000,4.808791,9.286456,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.500000,4.020761,9.424331,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.600000,3.361126,8.971692,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.700000,2.819706,8.669021,2,0.000000,0.000000,19.461630,0.000000,0.000000,0.000000
7.800000,3.105788,9.416120,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.900000,3.126317,10.024933,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.000000,2.350185,10.218888,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.100000,1.578377,10.428363,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.200000,0.813776,10.663705,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.300000,0.782600,10.589773,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.400000,1.484850,10.206568,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.500000,2.226178,10.209600,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.600000,2.990953,10.444374,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.700000,3.527551,10.012460,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.800000,3.988091,9.358317,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.900000,3.750046,9.911067,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.000000,3.412202,10.636231,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.100000,4.097200,10.222977,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.200000,4.655785,9.770077,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.300000,4.329482,9.039648,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.400000,4.251866,8.381944,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.500000,4.920309,7.942418,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.600000,5.339768,7.367719,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.700000,5.344252,6.567731,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.800000,5.615499,5.871703,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.900000,6.153508,5.279634,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.000000,6.225195,5.540394,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.100000,6.017088,6.312852,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.200000,6.007239,5.907451,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.300000,6.063478,5.109430,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.400000,6.319866,5.663757,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.500000,6.604848,6.411277,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.600000,6.116619,7.045022,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.700000,5.618073,7.529479,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.800000,5.047305,6.968923,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.900000,4.816841,6.579314,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.000000,5.607293,6.702545,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.100000,6.158914,7.073985,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.200000,6.312482,7.859107,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.300000,6.573500,8.606715,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.400000,6.941968,9.316807,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.500000,7.061340,9.083446,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.600000,7.031255,8.284012,3,0.000000,0.000000,0.000000,21.375853,0.000000,0.000000
11.700000,6.933805,8.677376,3,0.000000,0.000000,0.000000,17.807636,0.000000,0.000000
11.800000,6.813901,9.468339,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.900000,7.089218,8.930245,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.000000,7.420995,8.202286,3,0.000000,0.000000,0.000000,23.462501,0.000000,0.000000
12.100000,8.139881,8.553289,3,0.000000,0.000000,0.000000,18.257810,0.000000,0.000000
12.200000,8.724239,8.949885,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.300000,8.366896,9.665641,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.400000,8.124631,10.400795,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.500000,8.227595,11.194141,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.600000,8.384047,11.975495,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.700000,8.629649,12.736862,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.800000,8.903766,13.487821,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.900000,9.206398,14.228371,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.000000,8.925416,14.813314,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.100000,8.294267,15.304894,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.200000,7.549335,15.551324,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.300000,6.766475,15.716037,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13.400000,6.380368,15.625477,-1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
