time_s,from_AP,to_AP,SNR_new_dB,BER_new,Reff_new_Mbps,ho_time_est_s
0.000000,none,10,6.459435,0.017705,0.000000,4289.182117
0.100000,10,17,12.896829,0.000005,0.298785,0.002678
0.300000,17,18,8.478852,0.003974,0.012405,0.064490
0.900000,18,25,6.304324,0.019395,0.000000,17008.624064
1.100000,25,24,7.948876,0.006260,0.001974,0.405238
1.300000,24,25,12.714744,0.000008,0.298155,0.002683
1.500000,25,24,14.733494,0.000000,0.299994,0.002667
1.600000,24,25,14.198524,0.000000,0.299965,0.002667
1.800000,25,24,5.890821,0.024400,0.000000,1019630.582240
2.200000,24,17,9.133412,0.002105,0.055597,0.014389
2.400000,17,16,8.848674,0.002805,0.031701,0.025236
2.500000,16,23,6.319905,0.019221,0.000000,14753.801813
2.800000,23,24,13.340311,0.000002,0.299593,0.002670
3.600000,24,17,6.144039,0.021248,0.000000,77252.155017
3.700000,17,24,11.431325,0.000096,0.277776,0.002880
3.900000,24,none,0.000000,0.500000,0.000000,0.000000
4.100000,none,24,12.327996,0.000018,0.295757,0.002705
4.500000,24,25,11.239482,0.000132,0.269827,0.002965
4.600000,25,24,11.823161,0.000048,0.288714,0.002771
4.800000,24,none,0.000000,0.500000,0.000000,0.000000
4.900000,none,18,12.107135,0.000028,0.293394,0.002727
5.100000,18,19,4.744142,0.042114,0.000000,2401919801264.264648
5.300000,19,26,14.058301,0.000000,0.299946,0.002667
5.900000,26,19,7.161277,0.011284,0.000034,23.368893
6.000000,19,18,9.673745,0.001161,0.118473,0.006753
6.100000,18,19,16.144439,0.000000,0.300000,0.002667
6.500000,19,26,7.283532,0.010361,0.000072,11.081274
7.100000,26,none,0.000000,0.500000,0.000000,0.000000
7.300000,none,25,10.719787,0.000296,0.236786,0.003379
7.400000,25,26,15.247026,0.000000,0.299999,0.002667
8.100000,26,19,14.824683,0.000000,0.299996,0.002667
8.400000,19,18,19.305862,0.000000,0.300000,0.002667
9.200000,18,17,14.649547,0.000000,0.299992,0.002667
9.300000,17,18,13.724044,0.000001,0.299856,0.002668
9.500000,18,none,0.000000,0.500000,0.000000,0.000000
9.600000,none,11,10.900080,0.000226,0.250350,0.003196
10.600000,11,12,9.244629,0.001872,0.066982,0.011944
10.800000,12,5,13.788525,0.000001,0.299880,0.002668
11.200000,5,4,13.114700,0.000003,0.299280,0.002673
11.400000,4,5,12.021897,0.000033,0.292211,0.002738
11.500000,5,12,4.879679,0.039731,0.000000,324583756927.603333
11.700000,12,11,11.713832,0.000059,0.286268,0.002795
12.300000,11,18,10.063563,0.000723,0.168269,0.004754
12.900000,18,19,11.462496,0.000091,0.278887,0.002869
13.700000,19,none,0.000000,0.500000,0.000000,0.000000
13.800000,none,19,7.837969,0.006842,0.001236,0.647484
14.600000,19,26,11.949382,0.000038,0.291064,0.002749
14.800000,26,20,5.557034,0.028976,0.000000,43858585.143901
14.900000,20,none,0.000000,0.500000,0.000000,0.000000
15.000000,none,26,11.364045,0.000108,0.275211,0.002907
15.100000,26,27,18.845475,0.000000,0.300000,0.002667
15.800000,27,26,6.593523,0.016325,0.000001,1394.938600
15.900000,26,19,8.805461,0.002926,0.028776,0.027801
16.100000,19,26,9.875961,0.000912,0.144565,0.005534
16.200000,26,none,0.000000,0.500000,0.000000,0.000000
16.300000,none,20,7.621331,0.008092,0.000451,1.773858
16.400000,20,none,0.000000,0.500000,0.000000,0.000000
16.500000,none,26,11.365612,0.000108,0.275274,0.002906
16.900000,26,19,7.051878,0.012157,0.000017,47.381736
17.300000,19,26,5.387064,0.031491,0.000000,349222844.365906
17.400000,26,none,0.000000,0.500000,0.000000,0.000000
17.500000,none,18,5.650882,0.027641,0.000000,14608396.162670
17.600000,18,19,14.756540,0.000000,0.299995,0.002667
17.800000,19,18,15.443541,0.000000,0.300000,0.002667
18.000000,18,none,0.000000,0.500000,0.000000,0.000000
18.100000,none,19,15.261073,0.000000,0.299999,0.002667
18.400000,19,20,11.813640,0.000049,0.288517,0.002773
18.600000,20,13,9.127035,0.002119,0.054977,0.014551
19.200000,13,12,19.293589,0.000000,0.300000,0.002667
19.500000,12,11,11.454836,0.000092,0.278618,0.002871
19.900000,11,10,14.941841,0.000000,0.299997,0.002667
