time_s,from_AP,to_AP,SNR_new_dB,BER_new,Reff_new_Mbps,ho_time_est_s
0.000000,none,8,7.495902,0.008888,0.000237,3.370924
0.100000,8,9,9.539275,0.001355,0.101420,0.007888
1.500000,9,none,0.000000,0.500000,0.000000,0.000000
1.600000,none,9,7.976256,0.006122,0.002206,0.362685
2.500000,9,none,0.000000,0.500000,0.000000,0.000000
2.700000,none,8,4.715963,0.042619,0.000000,3431314001806.091797
2.900000,8,none,0.000000,0.500000,0.000000,0.000000
5.500000,none,13,5.217101,0.034130,0.000000,3097652568.047801
5.600000,13,none,0.000000,0.500000,0.000000,0.000000
6.200000,none,14,6.231279,0.020226,0.000000,33514.687726
6.900000,14,13,12.315957,0.000018,0.295651,0.002706
7.600000,13,none,0.000000,0.500000,0.000000,0.000000
8.100000,none,7,4.633366,0.044118,0.000000,12009599006321.322266
9.400000,7,6,9.289095,0.001785,0.071817,0.011139
10.400000,6,none,0.000000,0.500000,0.000000,0.000000
10.800000,none,7,7.750082,0.007331,0.000833,0.959968
12.100000,7,6,11.648723,0.000066,0.284606,0.002811
13.900000,6,none,0.000000,0.500000,0.000000,0.000000
14.000000,none,7,6.427868,0.018041,0.000000,5638.407883
14.100000,7,none,0.000000,0.500000,0.000000,0.000000
15.700000,none,6,6.350781,0.018878,0.000000,11158.638112
16.500000,6,none,0.000000,0.500000,0.000000,0.000000
16.600000,none,6,8.789583,0.002971,0.027748,0.028831
17.500000,6,7,11.229371,0.000135,0.269351,0.002970
17.700000,7,6,7.585743,0.008312,0.000378,2.118795
18.300000,6,none,0.000000,0.500000,0.000000,0.000000
19.300000,none,6,6.653820,0.015728,0.000001,858.892667
19.700000,6,none,0.000000,0.500000,0.000000,0.000000
20.400000,none,12,4.997276,0.037725,0.000000,61117552195.019455
20.600000,12,none,0.000000,0.500000,0.000000,0.000000
20.700000,none,13,6.666746,0.015602,0.000001,775.333336
21.900000,13,none,0.000000,0.500000,0.000000,0.000000
22.800000,none,8,6.059332,0.022272,0.000000,178430.032152
23.500000,8,none,0.000000,0.500000,0.000000,0.000000
24.700000,none,13,7.371672,0.009730,0.000120,6.654384
25.500000,13,none,0.000000,0.500000,0.000000,0.000000
25.600000,none,13,5.464020,0.030337,0.000000,134691875.109449
26.500000,13,none,0.000000,0.500000,0.000000,0.000000
26.600000,none,12,7.358626,0.009822,0.000112,7.165718
27.500000,12,none,0.000000,0.500000,0.000000,0.000000
27.600000,none,13,7.444114,0.009232,0.000180,4.451599
29.900000,13,none,0.000000,0.500000,0.000000,0.000000
31.500000,none,7,6.824449,0.014120,0.000003,232.714156
31.600000,7,none,0.000000,0.500000,0.000000,0.000000
33.200000,none,8,4.607769,0.044588,0.000000,24019198012642.644531
35.000000,8,none,0.000000,0.500000,0.000000,0.000000
36.600000,none,7,8.341564,0.004492,0.008181,0.097793
37.800000,7,none,0.000000,0.500000,0.000000,0.000000
38.400000,none,7,7.749275,0.007335,0.000830,0.963538
40.000000,7,6,8.867907,0.002753,0.033063,0.024196
42.600000,6,none,0.000000,0.500000,0.000000,0.000000
43.700000,none,12,8.085492,0.005595,0.003372,0.237246
44.700000,12,13,9.309768,0.001746,0.074115,0.010794
46.400000,13,none,0.000000,0.500000,0.000000,0.000000
