time_s,from_AP,to_AP,SNR_new_dB,BER_new,Reff_new_Mbps,ho_time_est_s
1.300000,none,3,17.811203,0.000000,0.300000,0.002667
2.000000,3,none,0.000000,0.500000,0.000000,0.000000
7.200000,none,1,17.366086,0.000000,0.300000,0.002667
7.600000,1,none,0.000000,0.500000,0.000000,0.000000
24.900000,none,3,19.294402,0.000000,0.300000,0.002667
25.200000,3,none,0.000000,0.500000,0.000000,0.000000
26.200000,none,3,17.736530,0.000000,0.300000,0.002667
26.900000,3,none,0.000000,0.500000,0.000000,0.000000
29.700000,none,3,17.360972,0.000000,0.300000,0.002667
30.100000,3,none,0.000000,0.500000,0.000000,0.000000
34.400000,none,5,19.692542,0.000000,0.300000,0.002667
35.000000,5,none,0.000000,0.500000,0.000000,0.000000
35.200000,none,5,17.400052,0.000000,0.300000,0.002667
35.500000,5,none,0.000000,0.500000,0.000000,0.000000
46.000000,none,4,18.665281,0.000000,0.300000,0.002667
46.800000,4,none,0.000000,0.500000,0.000000,0.000000
48.500000,none,2,18.207597,0.000000,0.300000,0.002667
48.600000,2,none,0.000000,0.500000,0.000000,0.000000
56.800000,none,2,18.109004,0.000000,0.300000,0.002667
57.300000,2,none,0.000000,0.500000,0.000000,0.000000
59.300000,none,4,17.285748,0.000000,0.300000,0.002667
60.000000,4,none,0.000000,0.500000,0.000000,0.000000
65.300000,none,4,19.602668,0.000000,0.300000,0.002667
65.800000,4,none,0.000000,0.500000,0.000000,0.000000
68.500000,none,4,19.583268,0.000000,0.300000,0.002667
68.600000,4,none,0.000000,0.500000,0.000000,0.000000
71.400000,none,4,17.039659,0.000000,0.300000,0.002667
71.600000,4,none,0.000000,0.500000,0.000000,0.000000
75.200000,none,4,18.214540,0.000000,0.300000,0.002667
76.100000,4,none,0.000000,0.500000,0.000000,0.000000
77.500000,none,4,18.970789,0.000000,0.300000,0.002667
77.700000,4,none,0.000000,0.500000,0.000000,0.000000
81.600000,none,4,19.890872,0.000000,0.300000,0.002667
82.500000,4,none,0.000000,0.500000,0.000000,0.000000
89.700000,none,4,18.901015,0.000000,0.300000,0.002667
90.200000,4,none,0.000000,0.500000,0.000000,0.000000
92.400000,none,4,17.954642,0.000000,0.300000,0.002667
92.700000,4,none,0.000000,0.500000,0.000000,0.000000
96.100000,none,4,19.290104,0.000000,0.300000,0.002667
96.800000,4,none,0.000000,0.500000,0.000000,0.000000
97.300000,none,4,16.948050,0.000000,0.300000,0.002667
97.700000,4,none,0.000000,0.500000,0.000000,0.000000
98.900000,none,4,17.280059,0.000000,0.300000,0.002667
99.200000,4,none,0.000000,0.500000,0.000000,0.000000
101.400000,none,5,17.826909,0.000000,0.300000,0.002667
101.900000,5,none,0.000000,0.500000,0.000000,0.000000
105.000000,none,5,17.246860,0.000000,0.300000,0.002667
105.600000,5,none,0.000000,0.500000,0.000000,0.000000
107.600000,none,5,16.962269,0.000000,0.300000,0.002667
108.700000,5,none,0.000000,0.500000,0.000000,0.000000
117.700000,none,5,16.879696,0.000000,0.300000,0.002667
118.500000,5,none,0.000000,0.500000,0.000000,0.000000
