time_s,from_AP,to_AP,SNR_new_dB,BER_new,Reff_new_Mbps,ho_time_est_s
0.000000,none,10,6.459435,0.017705,0.000000,4289.182117
0.100000,10,17,10.145635,0.000651,0.178250,0.004488
0.800000,17,18,6.375478,0.018607,0.000000,8946.368821
1.100000,18,none,0.000000,0.500000,0.000000,0.000000
1.300000,none,17,8.868302,0.002752,0.033091,0.024176
1.800000,17,none,0.000000,0.500000,0.000000,0.000000
2.300000,none,18,8.098223,0.005535,0.003536,0.226217
2.900000,18,11,7.283083,0.010364,0.000072,11.110731
5.000000,11,none,0.000000,0.500000,0.000000,0.000000
5.100000,none,12,7.588459,0.008296,0.000383,2.090001
6.300000,12,11,14.100300,0.000000,0.299952,0.002667
7.300000,11,4,8.310380,0.004617,0.007401,0.108090
8.600000,4,none,0.000000,0.500000,0.000000,0.000000
8.700000,none,11,8.339667,0.004500,0.008131,0.098384
9.400000,11,none,0.000000,0.500000,0.000000,0.000000
9.700000,none,11,4.402946,0.048442,0.000000,inf
11.300000,11,none,0.000000,0.500000,0.000000,0.000000
11.600000,none,10,5.388978,0.031462,0.000000,340954164.302847
13.000000,10,9,9.762330,0.001046,0.129897,0.006159
13.100000,9,10,10.210805,0.000598,0.185947,0.004302
13.800000,10,9,12.790010,0.000006,0.298444,0.002681
14.300000,9,10,13.459620,0.000001,0.299702,0.002669
15.100000,10,9,8.867979,0.002753,0.033068,0.024192
15.800000,9,10,10.049676,0.000735,0.166552,0.004803
16.200000,10,none,0.000000,0.500000,0.000000,0.000000
16.300000,none,9,6.271901,0.019761,0.000000,22929.837939
16.800000,9,2,5.846190,0.024984,0.000000,1646288.517559
18.200000,2,1,12.303740,0.000019,0.295541,0.002707
18.900000,1,8,6.422392,0.018099,0.000000,5914.492162
19.600000,8,9,5.501568,0.029783,0.000000,85299082.392157
19.900000,9,2,4.743930,0.042118,0.000000,2401919801264.264648
21.300000,2,9,7.408262,0.009476,0.000148,5.421166
21.700000,9,10,7.091878,0.011832,0.000022,36.432169
22.700000,10,9,11.208187,0.000139,0.268336,0.002981
23.400000,9,none,0.000000,0.500000,0.000000,0.000000
23.700000,none,16,6.350564,0.018881,0.000000,11180.501952
24.400000,16,none,0.000000,0.500000,0.000000,0.000000
24.800000,none,17,4.723920,0.042476,0.000000,3431314001806.091797
26.800000,17,none,0.000000,0.500000,0.000000,0.000000
27.000000,none,23,6.796290,0.014378,0.000003,286.749652
28.500000,23,22,10.155038,0.000643,0.179374,0.004460
28.600000,22,23,12.163178,0.000025,0.294083,0.002720
29.400000,23,16,7.527112,0.008685,0.000280,2.861367
29.700000,16,none,0.000000,0.500000,0.000000,0.000000
29.800000,none,23,6.067656,0.022170,0.000000,164151.444815
30.200000,23,24,11.564319,0.000076,0.282201,0.002835
31.400000,24,23,12.143978,0.000026,0.293855,0.002722
32.000000,23,16,9.048540,0.002297,0.047652,0.016789
32.500000,16,none,0.000000,0.500000,0.000000,0.000000
32.700000,none,23,4.939058,0.038711,0.000000,138839294870.766724
33.400000,23,16,8.490707,0.003932,0.012836,0.062326
35.000000,16,23,7.096610,0.011794,0.000023,35.328591
35.700000,23,22,6.112024,0.021631,0.000000,105679.827515
36.000000,22,15,7.364323,0.009782,0.000115,6.937324
36.900000,15,16,7.701174,0.007613,0.000663,1.205774
37.200000,16,none,0.000000,0.500000,0.000000,0.000000
37.300000,none,9,8.674809,0.003316,0.021049,0.038006
37.800000,9,16,6.683587,0.015439,0.000001,679.116564
38.300000,16,9,8.636759,0.003436,0.019105,0.041873
39.000000,9,8,12.019794,0.000033,0.292180,0.002738
39.100000,8,9,9.766909,0.001040,0.130489,0.006131
39.500000,9,2,5.061960,0.036646,0.000000,24967981302.123333
40.300000,2,1,13.450851,0.000001,0.299695,0.002669
40.900000,1,8,9.472587,0.001460,0.093195,0.008584
41.400000,8,9,12.595404,0.000010,0.297595,0.002688
42.100000,9,none,0.000000,0.500000,0.000000,0.000000
42.200000,none,16,5.688670,0.027114,0.000000,9470549.437423
42.500000,16,15,10.599937,0.000351,0.226454,0.003533
43.500000,15,14,13.194916,0.000002,0.299410,0.002672
44.600000,14,15,12.526052,0.000012,0.297204,0.002692
45.500000,15,14,15.249383,0.000000,0.299999,0.002667
46.500000,14,15,7.882001,0.006606,0.001494,0.535562
47.400000,15,16,9.361726,0.001650,0.080025,0.009997
48.400000,16,17,9.116651,0.002142,0.053975,0.014822
49.100000,17,10,5.626293,0.027987,0.000000,19423374.986874
49.300000,10,none,0.000000,0.500000,0.000000,0.000000
49.500000,none,11,7.064604,0.012053,0.000018,43.557675
50.000000,11,10,12.714046,0.000008,0.298152,0.002683
51.200000,10,3,7.064686,0.012052,0.000018,43.534230
51.900000,3,4,7.611135,0.008155,0.000429,1.865833
52.200000,4,none,0.000000,0.500000,0.000000,0.000000
52.400000,none,3,4.540101,0.045843,0.000000,inf
52.500000,3,10,7.178381,0.011151,0.000038,20.994681
53.900000,10,none,0.000000,0.500000,0.000000,0.000000
54.100000,none,4,6.735172,0.014947,0.000002,455.266547
55.000000,4,3,6.263462,0.019857,0.000000,24799.038625
56.000000,3,4,15.053980,0.000000,0.299998,0.002667
56.100000,4,3,11.360179,0.000108,0.275057,0.002908
57.000000,3,4,13.581078,0.000001,0.299785,0.002669
57.200000,4,3,10.713680,0.000298,0.236286,0.003386
57.600000,3,none,0.000000,0.500000,0.000000,0.000000
57.700000,none,10,6.614399,0.016117,0.000001,1177.679978
58.800000,10,9,7.882634,0.006603,0.001498,0.534121
59.800000,9,16,6.630256,0.015960,0.000001,1036.592148
60.300000,16,9,6.957474,0.012947,0.000009,89.890980
60.800000,9,none,0.000000,0.500000,0.000000,0.000000
61.100000,none,17,5.038892,0.037029,0.000000,34313140018.060921
61.300000,17,10,6.919146,0.013278,0.000007,117.536565
61.600000,10,17,7.574070,0.008386,0.000356,2.247681
62.300000,17,18,15.118483,0.000000,0.299999,0.002667
62.900000,18,none,0.000000,0.500000,0.000000,0.000000
63.000000,none,25,5.269824,0.033298,0.000000,1555748300.579224
63.100000,25,none,0.000000,0.500000,0.000000,0.000000
63.300000,none,17,4.380681,0.048871,0.000000,inf
63.700000,17,24,8.911662,0.002637,0.036299,0.022039
64.800000,24,23,11.646267,0.000066,0.284540,0.002812
65.300000,23,24,10.092400,0.000697,0.171810,0.004656
65.800000,24,23,11.966883,0.000037,0.291353,0.002746
66.600000,23,16,7.969432,0.006156,0.002146,0.372789
67.800000,16,17,10.090105,0.000699,0.171529,0.004664
68.200000,17,16,11.514050,0.000083,0.280624,0.002851
68.900000,16,17,9.386921,0.001606,0.082955,0.009644
69.200000,17,16,4.725373,0.042450,0.000000,3002399751580.330566
69.500000,16,9,6.258689,0.019911,0.000000,25925.763745
69.600000,9,16,9.259491,0.001843,0.068581,0.011665
70.300000,16,17,12.968743,0.000004,0.298975,0.002676
70.900000,17,16,11.868054,0.000044,0.289605,0.002762
72.400000,16,none,0.000000,0.500000,0.000000,0.000000
72.500000,none,9,5.449121,0.030559,0.000000,161695353.712942
73.900000,9,10,12.368548,0.000016,0.296099,0.002702
74.200000,10,9,15.189973,0.000000,0.299999,0.002667
76.200000,9,10,9.516236,0.001390,0.098557,0.008117
76.700000,10,none,0.000000,0.500000,0.000000,0.000000
77.000000,none,16,8.363737,0.004405,0.008773,0.091189
77.300000,16,9,6.030849,0.022623,0.000000,237823.349934
78.000000,9,8,7.919323,0.006411,0.001748,0.457746
78.100000,8,9,9.917650,0.000867,0.149910,0.005337
78.900000,9,16,7.337902,0.009969,0.000099,8.068256
79.300000,16,9,7.853660,0.006757,0.001323,0.604798
79.700000,9,16,4.959263,0.038367,0.000000,104431295707.141937
80.900000,16,none,0.000000,0.500000,0.000000,0.000000
81.300000,none,16,5.591905,0.028476,0.000000,29039416.112509
81.800000,16,none,0.000000,0.500000,0.000000,0.000000
